ID	Name	URL	Regular Price, RUB	Sale Price, RUB	Brand Name
316699950	Чай Just T белый Darling Peach (2г x 20шт), 40г	https://online.metro-cc.ru/products/20h2g-chay-just-t-belyy-darling-peach-paketirovannyy	449		JUST T
607381950	Чай зеленый Akbar малиновая роза пакетированный (1.5г x 25шт), 38г	https://online.metro-cc.ru/products/25shth15g-chay-zelyonyy-akbar-malinovaya-roza-paketirovannyy	79.9	59	AKBAR
607384385	Чай черный Akbar клубника-базилик пакетированный (1.5г x 25шт), 38г	https://online.metro-cc.ru/products/25shth15g-chay-chyornyy-akbar-klubnikabazilik-paketirovannyy	79.9	59	AKBAR
473944140	RIOBA Чай черный с ароматом лимона (2г x 25шт), 50г	https://online.metro-cc.ru/products/25h2g-chay-rioba-chernyy-s-aromatom-limona	114		RIOBA
603138095	Чай черный Принцесса Нури Солнце цейлона листовой, 250г	https://online.metro-cc.ru/products/250g-chay-chernyy-printsessa-nuri-solntse-tseylona-listovoy	329		ПРИНЦЕССА НУРИ
318016541	Чай Just T зеленый Unforget Morrocan mint (1г x 20шт), 20г	https://online.metro-cc.ru/products/20h1g-chay-just-t-zelenyy-unforget-moroccan-mint-pak	449		JUST T
318027216	Чай Just T черный Sunrise Breakfast (3г x 20шт), 60г	https://online.metro-cc.ru/products/20h3g-chay-just-t-chyornyy-sunrise-breakfast-pak	449		JUST T
607378022	Чай черный Curtis Perfect Brunch пакетированный (1.7г x 25шт), 42.5г	https://online.metro-cc.ru/products/25shth17g-chay-chyornyy-curtis-perfect-brunch-paketirovannyy	99.9	79.9	CURTIS
607847022	Чай зеленый Ahmad Tea Китайский (1.8г x 25шт), 45г	https://online.metro-cc.ru/products/25shth18g-chay-zelenyy-ahmad-tea-kitayskiy	77.9		AHMAD TEA
311826802	Чай Akbar Mountain Fresh черный пакетированный (2г x 25шт), 50г	https://online.metro-cc.ru/products/25h2g-chay-akbar-mountain-fresh-chyornyy-paketirovannyy	94.9	59.9	AKBAR
607353289	Фильтр-пакет Yantra для заваривания листового чая размер M 80шт, 42г	https://online.metro-cc.ru/products/filtr-paket-yantra-dlya-zavarivaniya-listovogo-chaya-razmer-m-80sht	329		YANTRA
635241	Чай Принцесса Нури высокогорный черный (2г x 25шт), 50г	https://online.metro-cc.ru/products/25h2g-princessa-nuri-vysokogornyj	67.9		ПРИНЦЕССА НУРИ
625722	Чай Принцесса Нури Лимон черный ароматизированный (1.5г x 25шт), 38г	https://online.metro-cc.ru/products/25h15g-princessa-nuri-limon-paketirovan	67.9		ПРИНЦЕССА НУРИ
121445	Чай Ahmad Tea черный English №1 (2г х 25 пак), 50г	https://online.metro-cc.ru/products/ahmad-tea-chernyj-english-tea-1-25h2g	146		AHMAD TEA
607379032	Чай зеленый Niktea Красная поляна пакетированный (1.75г x 25шт), 44г	https://online.metro-cc.ru/products/25shth175g-chay-zelenyy-niktea-krasnaya-polyana-paketirovannyy	161		NIKTEA
607377177	Чай зеленый Niktea Жасмин Эмеральд пакетированный (2г x 25шт), 50г	https://online.metro-cc.ru/products/25shth2g-chay-zelenyy-niktea-zhasmin-emerald-paketirovannyy	159		NIKTEA
412744	Чай Ahmad Tea Jasmine Green Tea зеленый с жасмином (2г х 25шт), 50г	https://online.metro-cc.ru/products/ahmad-tea-s-zhasminom-zelenyj-25h2-g	139		AHMAD TEA
596351737	Чайный напиток Herbarus Ассорти (1.8г х 24шт), 43г	https://online.metro-cc.ru/products/24shth18g-chaynyy-napitok-herbarus-assorti	226		HERBARUS
601245388	Чайный напиток Herbarus Заряд витаминов (1.8г x 24шт), 43.2г	https://online.metro-cc.ru/products/24h18g-chaynyy-napitok-herbarus-zaryad-vitaminov	226		HERBARUS
607378957	Чай черный Curtis Perfect Brunch пакетированный (1.7г x 100шт), 170г	https://online.metro-cc.ru/products/100shth17g-chay-chyornyy-curtis-perfect-brunch-paketirovannyy	286	259	CURTIS
538453	Чай Green Panda Нефритовый сад зеленый сенча крупнолистовой, 100г	https://online.metro-cc.ru/products/kitajskij-zelenyj-nefritovyj-sad-green-panda-100g	279		GREEN PANDA
506429	Чай Greenfield English Edition листовой черный, 200г	https://online.metro-cc.ru/products/greenfield-chernyj-english-edition-200g	289		GREENFIELD
